orderID,created_at,paid_at,delivery_at,status
270446,2020-05-23,2020-06-01,2020-06-06,Completed
270454,2019-09-19,2019-09-26,2019-10-07,Completed
270461,2019-12-29,2020-01-02,2020-01-12,Completed
270465,2020-04-19,NULL,NULL,Unpaid
270466,2020-03-14,2020-03-26,NULL,"Paid & Undelivered"
270469,2020-05-13,2020-05-15,2020-05-16,Completed
270470,2020-05-28,2020-06-07,2020-06-13,Completed
270474,2020-02-20,2020-02-23,2020-02-24,Completed
270476,2019-11-28,2019-12-06,2019-12-08,Completed
270496,2020-04-04,2020-04-14,2020-04-26,Completed
270510,2019-11-25,2019-11-30,2019-12-07,Completed
270517,2020-04-24,2020-04-30,2020-05-10,Completed
270519,2019-12-29,2020-01-06,2020-01-13,Completed
270529,2019-12-02,2019-12-09,2019-12-11,Completed
270531,2019-05-26,2019-06-01,2019-06-08,Completed
270532,2019-10-09,2019-10-21,2019-10-23,Completed
270537,2019-11-23,2019-12-07,NULL,"Paid & Undelivered"
270541,2020-04-14,2020-04-27,2020-05-03,Completed
270543,2020-04-18,2020-04-22,2020-04-30,Completed
270546,2019-08-02,2019-08-06,2019-08-13,Completed
270553,2019-11-05,2019-11-19,2019-11-26,Completed
270554,2020-01-21,2020-02-03,2020-02-10,Completed
270563,2019-09-12,2019-09-26,2019-10-02,Completed
270564,2019-09-18,2019-09-23,2019-10-03,Completed
270566,2020-05-01,2020-05-11,2020-05-25,Completed
270571,2019-10-21,2019-10-24,2019-11-02,Completed
270577,2019-11-28,2019-12-12,NULL,"Paid & Undelivered"
270579,2019-04-06,2019-04-12,2019-04-21,Completed
270581,2020-02-10,2020-02-21,2020-02-29,Completed
270586,2019-05-04,2019-05-05,2019-05-16,Completed
270599,2020-02-02,2020-02-14,2020-02-14,Completed
270603,2019-11-04,2019-11-05,2019-11-15,Completed
270616,2019-11-16,2019-11-18,2019-11-20,Completed
270621,2020-03-15,2020-03-17,2020-03-27,Completed
270637,2020-05-14,2020-05-22,2020-05-26,Completed
270642,2020-01-27,2020-02-09,2020-02-17,Completed
270643,2019-11-02,2019-11-10,2019-11-13,Completed
270651,2020-04-22,2020-04-26,2020-05-07,Completed
270656,2019-09-07,2019-09-21,NULL,"Paid & Undelivered"
270665,2020-04-03,2020-04-07,2020-04-15,Completed
270686,2019-10-31,2019-11-13,2019-11-24,Completed
270689,2020-05-21,2020-05-25,2020-05-26,Completed
270692,2020-01-06,2020-01-07,2020-01-11,Completed
270699,2020-05-22,2020-06-03,2020-06-17,Completed
270704,2020-03-28,2020-03-30,2020-04-09,Completed
270713,2020-01-20,2020-01-22,2020-02-05,Completed
270723,2019-07-18,2019-07-19,2019-07-22,Completed
270725,2020-02-12,2020-02-26,2020-03-01,Completed
270728,2019-11-22,2019-12-05,2019-12-05,Completed
270736,2020-02-08,2020-02-19,2020-02-27,Completed
270744,2020-04-25,2020-05-03,2020-05-11,Completed
270745,2019-09-25,2019-10-06,2019-10-13,Completed
270750,2020-05-01,2020-05-02,2020-05-09,Completed
270756,2019-10-03,2019-10-04,2019-10-15,Completed
270757,2020-02-12,2020-02-20,2020-03-02,Completed
270764,2019-09-12,2019-09-13,2019-09-27,Completed
270775,2020-01-13,2020-01-14,2020-01-24,Completed
270779,2020-03-17,2020-03-19,2020-03-24,Completed
270788,2019-06-02,2019-06-03,NULL,"Paid & Undelivered"
270798,2020-01-01,2020-01-08,2020-01-10,Completed
270799,2020-05-19,2020-05-28,2020-06-09,Completed
270806,2020-05-22,2020-06-05,2020-06-09,Completed
270807,2019-12-13,2019-12-17,2019-12-31,Completed
270808,2019-12-11,2019-12-15,2019-12-16,Completed
270813,2019-06-19,2019-06-24,2019-06-28,Completed
270816,2020-02-23,2020-03-07,2020-03-08,Completed
270834,2019-10-09,2019-10-22,2019-10-23,Completed
270839,2019-11-24,NULL,NULL,Unpaid
270845,2020-03-10,2020-03-12,NULL,"Paid & Undelivered"
270847,2019-09-29,2019-10-11,2019-10-20,Completed
270851,2020-04-25,2020-05-02,2020-05-09,Completed
270865,2019-12-20,2020-01-02,2020-01-02,Completed
270883,2020-01-31,2020-02-01,2020-02-03,Completed
270886,2020-02-27,2020-03-08,2020-03-10,Completed
270890,2019-08-07,2019-08-10,2019-08-22,Completed
270896,2019-12-15,2019-12-22,2019-12-23,Completed
270902,2020-03-09,2020-03-13,2020-03-13,Completed
270904,2019-12-18,2019-12-28,NULL,"Paid & Undelivered"
270906,2020-03-13,2020-03-15,2020-03-19,Completed
270908,2020-01-30,2020-01-31,2020-02-04,Completed
270909,2020-02-24,2020-02-26,2020-03-03,Completed
270912,2020-04-21,2020-05-04,2020-05-07,Completed
270921,2019-08-13,2019-08-26,NULL,"Paid & Undelivered"
270925,2020-03-05,2020-03-16,2020-03-24,Completed
270929,2019-12-31,2020-01-08,2020-01-17,Completed
270932,2019-02-23,2019-03-07,2019-03-13,Completed
270935,2020-03-17,2020-03-23,2020-03-26,Completed
270945,2020-04-16,2020-04-21,2020-04-29,Completed
270957,2020-04-19,2020-04-24,2020-04-28,Completed
270973,2019-09-10,2019-09-18,2019-09-29,Completed
270992,2019-12-25,2019-12-30,2020-01-01,Completed
270993,2019-12-15,2019-12-24,2019-12-24,Completed
271006,2019-08-21,2019-08-25,2019-09-04,Completed
271010,2019-08-13,NULL,NULL,Unpaid
271021,2020-04-20,2020-04-26,NULL,"Paid & Undelivered"
271024,2020-03-30,2020-04-03,2020-04-04,Completed
271025,2019-12-03,2019-12-08,2019-12-22,Completed
271045,2019-07-03,2019-07-04,NULL,"Paid & Undelivered"
271046,2020-05-20,2020-05-28,2020-06-01,Completed
271048,2020-02-24,2020-03-09,2020-03-16,Completed
271063,2020-05-14,2020-05-21,NULL,"Paid & Undelivered"
271069,2020-03-22,2020-03-24,2020-04-05,Completed
271072,2020-05-02,2020-05-11,2020-05-15,Completed
271073,2019-11-07,2019-11-15,2019-11-15,Completed
271074,2019-09-17,2019-09-22,2019-09-25,Completed
271077,2019-07-17,2019-07-18,2019-07-20,Completed
271091,2020-04-17,2020-04-26,2020-05-05,Completed
271092,2020-01-14,NULL,NULL,Unpaid
271094,2019-09-16,2019-09-19,2019-09-24,Completed
271095,2020-04-30,2020-05-02,2020-05-11,Completed
271114,2019-12-25,2019-12-29,2020-01-03,Completed
271115,2019-12-24,NULL,NULL,Unpaid
271116,2019-10-21,2019-10-22,2019-10-26,Completed
271131,2019-12-25,2020-01-08,2020-01-12,Completed
271138,2020-03-23,NULL,NULL,Unpaid
271152,2020-03-11,2020-03-24,2020-03-26,Completed
271155,2019-11-15,2019-11-16,2019-11-16,Completed
271163,2019-12-27,2020-01-06,2020-01-15,Completed
271172,2019-10-29,2019-11-12,2019-11-19,Completed
271175,2020-05-25,2020-05-29,2020-06-09,Completed
271183,2019-10-31,2019-11-05,2019-11-13,Completed
271197,2019-09-19,2019-10-02,2019-10-07,Completed
271199,2019-11-04,2019-11-06,2019-11-20,Completed
271202,2020-05-19,2020-05-30,2020-06-06,Completed
271207,2020-04-28,2020-05-03,2020-05-08,Completed
271211,2020-05-05,2020-05-10,2020-05-13,Completed
271212,2019-10-09,2019-10-14,2019-10-19,Completed
271213,2020-05-25,2020-05-28,2020-06-06,Completed
271215,2020-05-30,2020-06-11,NULL,"Paid & Undelivered"
271216,2020-03-16,2020-03-26,2020-04-03,Completed
271218,2019-09-24,2019-10-05,2019-10-19,Completed
271229,2019-09-19,2019-10-01,2019-10-02,Completed
271240,2019-12-29,2020-01-01,2020-01-13,Completed
271261,2019-06-10,2019-06-24,2019-06-28,Completed
271264,2019-10-11,2019-10-14,2019-10-17,Completed
271265,2019-08-04,2019-08-11,2019-08-25,Completed
271266,2019-11-21,2019-11-22,2019-11-24,Completed
271275,2020-04-04,2020-04-11,2020-04-18,Completed
271276,2020-01-09,2020-01-12,2020-01-23,Completed
271278,2020-03-20,2020-03-25,2020-04-03,Completed
271281,2020-05-31,2020-06-09,2020-06-11,Completed
271282,2020-05-23,2020-06-03,2020-06-14,Completed
271283,2019-10-13,2019-10-26,2019-10-31,Completed
271285,2020-04-28,2020-05-03,2020-05-08,Completed
271288,2019-09-20,2019-09-21,2019-09-22,Completed
271289,2019-11-01,2019-11-05,2019-11-17,Completed
271303,2019-05-27,2019-06-04,2019-06-10,Completed
271308,2019-12-24,NULL,NULL,Unpaid
271325,2020-04-05,2020-04-13,2020-04-17,Completed
271333,2020-04-05,2020-04-11,2020-04-19,Completed
271356,2020-05-16,2020-05-19,2020-05-19,Completed
271362,2019-08-11,2019-08-15,2019-08-15,Completed
271368,2020-04-22,2020-04-29,2020-05-04,Completed
271373,2020-05-29,2020-06-11,2020-06-13,Completed
271375,2019-12-16,2019-12-22,2019-12-26,Completed
271376,2020-02-27,2020-02-28,2020-03-10,Completed
271378,2019-11-12,2019-11-26,2019-11-29,Completed
271380,2019-09-27,2019-09-28,2019-09-29,Completed
271383,2019-11-22,2019-11-28,2019-12-09,Completed
271410,2019-11-29,2019-12-06,2019-12-20,Completed
271432,2019-12-02,2019-12-08,2019-12-13,Completed
271447,2020-05-19,2020-05-30,2020-06-05,Completed
271454,2020-04-30,2020-05-13,2020-05-13,Completed
271457,2019-07-29,2019-08-04,2019-08-11,Completed
271463,2020-05-16,2020-05-30,2020-06-03,Completed
271465,2019-10-05,NULL,NULL,Unpaid
271471,2020-04-08,2020-04-21,2020-05-05,Completed
271472,2019-09-07,2019-09-09,2019-09-16,Completed
271483,2019-12-25,2019-12-26,2020-01-01,Completed
271489,2020-01-30,2020-02-09,NULL,"Paid & Undelivered"
271511,2020-02-05,2020-02-10,2020-02-14,Completed
271525,2019-09-22,2019-09-26,NULL,"Paid & Undelivered"
271529,2020-01-04,2020-01-16,2020-01-24,Completed
271531,2019-08-21,2019-08-22,2019-08-28,Completed
271536,2019-11-06,2019-11-12,2019-11-12,Completed
271558,2020-05-02,2020-05-15,2020-05-27,Completed
271560,2019-12-01,2019-12-03,2019-12-07,Completed
271570,2020-02-17,2020-03-02,2020-03-02,Completed
271572,2019-08-15,2019-08-27,2019-09-08,Completed
271575,2019-10-13,2019-10-25,2019-11-05,Completed
271578,2019-09-04,2019-09-10,2019-09-22,Completed
271581,2020-02-27,2020-03-04,2020-03-09,Completed
271582,2020-03-14,2020-03-21,2020-04-02,Completed
271594,2019-11-08,2019-11-11,2019-11-16,Completed
271597,2020-02-25,2020-03-08,2020-03-16,Completed
271598,2020-03-12,2020-03-26,NULL,"Paid & Undelivered"
271614,2019-12-30,2020-01-09,2020-01-15,Completed
271620,2019-12-09,2019-12-21,NULL,"Paid & Undelivered"
271637,2019-12-14,2019-12-23,NULL,"Paid & Undelivered"
271661,2020-05-04,2020-05-06,2020-05-09,Completed
271663,2020-02-07,2020-02-14,2020-02-19,Completed
271667,2020-03-31,2020-04-01,2020-04-01,Completed
271677,2019-11-25,2019-12-07,2019-12-21,Completed
271679,2020-04-28,2020-05-04,2020-05-08,Completed
271688,2019-11-25,2019-11-28,2019-12-07,Completed
271690,2019-10-11,2019-10-12,NULL,"Paid & Undelivered"
271692,2020-05-07,2020-05-09,2020-05-14,Completed
271702,2020-03-18,2020-03-28,2020-03-29,Completed
271712,2020-04-09,2020-04-15,2020-04-29,Completed
271715,2020-03-10,NULL,NULL,Unpaid
271717,2019-02-17,2019-02-28,2019-03-07,Completed
271719,2019-12-09,2019-12-17,NULL,"Paid & Undelivered"
271721,2019-09-24,2019-09-26,2019-10-10,Completed
271730,2020-03-14,2020-03-23,2020-03-25,Completed
271734,2020-03-16,2020-03-24,2020-04-05,Completed
271737,2019-08-29,2019-09-10,2019-09-11,Completed
271748,2020-01-26,2020-02-03,2020-02-15,Completed
271751,2020-02-23,NULL,NULL,Unpaid
271758,2019-10-14,NULL,NULL,Unpaid
271763,2019-08-14,2019-08-17,2019-08-17,Completed
271777,2019-11-18,2019-11-21,2019-12-05,Completed
271778,2019-12-23,2019-12-31,2020-01-01,Completed
271782,2019-07-09,2019-07-12,2019-07-14,Completed
271788,2020-03-19,2020-03-24,2020-03-29,Completed
271793,2019-11-23,2019-11-24,2019-11-29,Completed
271800,2020-02-24,2020-02-26,2020-02-29,Completed
271801,2020-04-01,2020-04-08,2020-04-13,Completed
271805,2019-05-04,2019-05-18,2019-06-01,Completed
271819,2020-03-26,2020-04-07,2020-04-07,Completed
271824,2019-07-28,2019-08-05,2019-08-12,Completed
271844,2020-02-03,NULL,NULL,Unpaid
271845,2020-04-16,2020-04-26,2020-05-03,Completed
271860,2020-03-02,2020-03-05,2020-03-06,Completed
271862,2020-01-24,2020-01-26,2020-01-27,Completed
271871,2020-01-06,2020-01-15,2020-01-22,Completed
271886,2019-12-23,2019-12-25,2020-01-01,Completed
271908,2020-01-31,2020-02-07,2020-02-07,Completed
271909,2019-08-20,2019-08-29,2019-09-09,Completed
271910,2019-10-01,2019-10-07,2019-10-15,Completed
271912,2019-08-24,2019-09-04,2019-09-15,Completed
271916,2019-09-03,2019-09-05,2019-09-12,Completed
271922,2020-05-03,2020-05-04,2020-05-14,Completed
271924,2020-05-13,2020-05-23,NULL,"Paid & Undelivered"
271927,2019-07-28,2019-07-30,2019-07-30,Completed
271929,2020-02-26,2020-03-07,2020-03-13,Completed
271949,2020-02-02,2020-02-04,2020-02-16,Completed
271962,2020-01-23,2020-01-26,NULL,"Paid & Undelivered"
271973,2020-04-10,2020-04-14,2020-04-15,Completed
271987,2020-04-01,2020-04-02,2020-04-06,Completed
271989,2020-04-17,2020-04-19,NULL,"Paid & Undelivered"
271990,2019-09-11,2019-09-14,2019-09-26,Completed
271991,2019-08-02,2019-08-07,2019-08-10,Completed
271996,2020-05-30,2020-06-10,2020-06-18,Completed
272005,2019-06-06,2019-06-20,2019-06-22,Completed
272006,2020-03-16,2020-03-17,2020-03-24,Completed
272011,2020-03-17,2020-03-22,2020-04-01,Completed
272013,2020-05-12,2020-05-21,2020-05-30,Completed
272019,2020-01-03,2020-01-13,2020-01-15,Completed
272023,2019-12-03,2019-12-09,2019-12-14,Completed
272032,2020-05-10,2020-05-23,2020-06-03,Completed
272041,2019-09-02,2019-09-10,2019-09-20,Completed
272049,2020-03-07,2020-03-18,2020-03-21,Completed
272059,2019-11-09,2019-11-22,2019-12-03,Completed
272063,2020-04-16,2020-04-18,2020-05-02,Completed
272064,2019-08-28,2019-09-08,NULL,"Paid & Undelivered"
272067,2019-09-30,2019-10-05,2019-10-15,Completed
272074,2019-08-10,2019-08-18,2019-08-30,Completed
272076,2020-04-03,2020-04-17,NULL,"Paid & Undelivered"
272094,2020-03-01,NULL,NULL,Unpaid
272096,2019-10-21,2019-10-22,2019-11-02,Completed
272099,2019-07-09,2019-07-23,2019-07-28,Completed
272105,2019-12-27,2020-01-04,NULL,"Paid & Undelivered"
272107,2019-07-13,2019-07-25,2019-08-01,Completed
272113,2019-08-10,2019-08-24,2019-09-05,Completed
272120,2020-04-05,2020-04-12,2020-04-18,Completed
272132,2020-05-14,2020-05-20,2020-05-30,Completed
272133,2019-10-17,2019-10-19,2019-10-29,Completed
272146,2019-04-26,2019-05-06,2019-05-11,Completed
272160,2020-01-16,2020-01-21,2020-02-04,Completed
272161,2019-10-24,2019-10-27,2019-10-29,Completed
272164,2020-04-02,2020-04-14,2020-04-26,Completed
272165,2019-05-01,2019-05-02,2019-05-06,Completed
272168,2020-03-24,2020-04-01,2020-04-11,Completed
272172,2019-12-27,2020-01-09,2020-01-11,Completed
272179,2019-11-25,2019-11-28,2019-12-05,Completed
272184,2019-10-07,2019-10-13,2019-10-16,Completed
272193,2019-12-10,2019-12-15,2019-12-25,Completed
272201,2019-09-20,2019-10-04,2019-10-16,Completed
272205,2019-12-01,2019-12-13,2019-12-21,Completed
272211,2019-12-09,2019-12-22,2020-01-03,Completed
272221,2020-01-03,2020-01-15,2020-01-23,Completed
272222,2019-04-28,NULL,NULL,Unpaid
272227,2019-11-26,2019-12-07,2019-12-09,Completed
272229,2019-07-06,2019-07-16,2019-07-26,Completed
272246,2019-07-13,2019-07-26,2019-07-31,Completed
272249,2020-04-12,2020-04-24,2020-04-29,Completed
272251,2019-10-20,2019-10-25,2019-11-02,Completed
272264,2020-01-21,2020-02-04,2020-02-09,Completed
272266,2020-04-11,2020-04-23,NULL,"Paid & Undelivered"
272268,2020-03-23,2020-03-28,2020-04-08,Completed
272270,2020-05-08,2020-05-15,2020-05-18,Completed
272275,2020-02-21,2020-02-26,2020-03-03,Completed
272301,2019-12-09,2019-12-14,2019-12-15,Completed
272322,2020-02-29,2020-03-02,NULL,"Paid & Undelivered"
272327,2020-01-25,2020-02-05,2020-02-15,Completed
272329,2020-02-10,2020-02-23,2020-03-02,Completed
272330,2019-10-26,2019-11-02,2019-11-05,Completed
272332,2019-09-28,2019-10-02,2019-10-16,Completed
272335,2019-06-08,2019-06-21,2019-06-21,Completed
272340,2019-06-18,NULL,NULL,Unpaid
272345,2019-12-27,2019-12-28,2020-01-05,Completed
272347,2020-04-29,2020-05-09,2020-05-14,Completed
272353,2020-03-19,2020-03-21,2020-03-23,Completed
272362,2019-06-23,2019-07-02,2019-07-14,Completed
272373,2019-11-14,2019-11-19,NULL,"Paid & Undelivered"
272391,2020-02-22,2020-02-27,2020-03-02,Completed
272395,2020-02-29,2020-03-03,2020-03-09,Completed
272401,2019-12-14,2019-12-15,2019-12-29,Completed
272403,2019-08-16,NULL,NULL,Unpaid
272420,2019-11-23,2019-11-28,2019-12-05,Completed
272421,2020-03-31,2020-04-11,2020-04-17,Completed
272440,2019-10-29,2019-10-30,2019-11-10,Completed
272443,2020-02-23,NULL,NULL,Unpaid
272444,2019-12-25,2020-01-08,2020-01-15,Completed
272452,2019-12-05,2019-12-11,2019-12-18,Completed
272462,2020-03-15,2020-03-26,2020-03-27,Completed
272470,2019-10-17,2019-10-28,2019-11-01,Completed
272477,2020-02-16,2020-03-01,2020-03-09,Completed
272479,2020-03-23,2020-03-24,2020-04-03,Completed
272482,2019-05-12,2019-05-21,2019-05-30,Completed
272487,2020-02-17,2020-02-23,2020-03-04,Completed
272501,2019-11-23,2019-11-24,2019-11-29,Completed
272510,2019-12-11,2019-12-16,2019-12-30,Completed
272521,2019-06-10,2019-06-16,2019-06-17,Completed
272529,2019-09-07,2019-09-15,2019-09-16,Completed
272538,2020-05-27,2020-06-09,2020-06-20,Completed
272548,2020-02-26,2020-03-07,NULL,"Paid & Undelivered"
272554,2019-06-26,2019-07-03,2019-07-10,Completed
272559,2019-11-25,2019-11-27,2019-11-29,Completed
272562,2020-04-14,2020-04-16,2020-04-18,Completed
272566,2020-02-28,2020-03-05,2020-03-07,Completed
272573,2019-06-15,2019-06-23,2019-07-02,Completed
272575,2019-12-19,2020-01-02,2020-01-06,Completed
272579,2020-03-24,2020-04-07,2020-04-09,Completed
272581,2020-03-13,2020-03-22,2020-03-25,Completed
272593,2019-01-26,2019-01-28,2019-02-07,Completed
272596,2019-03-01,2019-03-02,2019-03-05,Completed
272605,2020-01-21,2020-02-01,2020-02-04,Completed
272612,2019-11-20,2019-11-29,2019-12-03,Completed
272622,2019-05-08,2019-05-12,2019-05-14,Completed
272637,2020-04-22,2020-05-01,2020-05-13,Completed
272638,2019-09-24,2019-10-04,2019-10-15,Completed
272641,2020-05-27,2020-06-03,2020-06-12,Completed
272646,2020-01-28,2020-01-30,NULL,"Paid & Undelivered"
272648,2020-05-07,2020-05-20,2020-05-22,Completed
272652,2019-11-28,2019-12-04,2019-12-07,Completed
272663,2019-06-03,2019-06-16,2019-06-20,Completed
272664,2020-03-10,2020-03-15,2020-03-19,Completed
272666,2019-03-29,2019-04-10,2019-04-16,Completed
272672,2020-03-05,2020-03-08,2020-03-19,Completed
272680,2020-01-21,2020-01-29,2020-02-09,Completed
272696,2020-04-29,NULL,NULL,Unpaid
272697,2020-04-28,2020-05-11,2020-05-16,Completed
272703,2020-04-19,2020-04-29,2020-05-09,Completed
272714,2020-05-27,2020-05-29,2020-05-29,Completed
272717,2020-01-01,2020-01-13,2020-01-21,Completed
272725,2019-11-28,2019-12-01,2019-12-02,Completed
272727,2019-03-27,2019-04-09,2019-04-09,Completed
272733,2020-02-12,2020-02-18,2020-02-19,Completed
272739,2019-12-17,2019-12-19,2019-12-21,Completed
272740,2019-10-02,2019-10-09,2019-10-15,Completed
272744,2019-11-07,2019-11-16,2019-11-23,Completed
272749,2019-12-12,2019-12-14,2019-12-17,Completed
272751,2019-10-07,2019-10-10,2019-10-20,Completed
272755,2019-12-29,2020-01-11,2020-01-16,Completed
272763,2019-12-12,2019-12-20,2019-12-30,Completed
272770,2019-03-18,2019-03-20,2019-03-23,Completed
272772,2020-03-25,2020-03-31,2020-03-31,Completed
272786,2019-05-25,2019-06-03,2019-06-08,Completed
272806,2020-01-21,2020-02-03,2020-02-17,Completed
272807,2020-04-19,2020-04-28,2020-05-04,Completed
272809,2019-09-06,NULL,NULL,Unpaid
272815,2020-05-25,2020-05-30,NULL,"Paid & Undelivered"
272817,2019-09-19,2019-09-27,2019-10-11,Completed
272823,2019-05-20,2019-05-23,2019-05-27,Completed
272825,2020-01-16,2020-01-24,2020-01-25,Completed
272826,2020-05-08,2020-05-14,2020-05-20,Completed
272833,2020-03-31,2020-04-04,2020-04-12,Completed
272850,2019-05-24,2019-05-31,2019-06-07,Completed
272851,2020-05-23,2020-05-29,2020-06-10,Completed
272858,2020-05-06,2020-05-12,2020-05-13,Completed
272869,2020-05-19,2020-05-22,2020-06-01,Completed
272872,2020-04-08,NULL,NULL,Unpaid
272878,2020-04-05,2020-04-12,2020-04-15,Completed
272879,2020-02-22,2020-03-02,2020-03-12,Completed
272890,2019-04-06,2019-04-19,2019-04-21,Completed
272892,2020-05-30,2020-06-09,2020-06-18,Completed
272906,2020-02-11,2020-02-24,NULL,"Paid & Undelivered"
272907,2020-03-05,2020-03-14,2020-03-22,Completed
272909,2019-11-28,2019-12-10,2019-12-20,Completed
272910,2019-08-06,2019-08-15,2019-08-29,Completed
272911,2019-07-19,2019-07-29,2019-08-08,Completed
272927,2020-01-05,2020-01-11,2020-01-21,Completed
272929,2019-12-30,2020-01-13,2020-01-15,Completed
272932,2020-04-12,2020-04-23,2020-05-03,Completed
272936,2020-04-25,2020-04-27,2020-05-08,Completed
272944,2019-10-14,2019-10-16,2019-10-16,Completed
272946,2020-04-13,2020-04-22,2020-04-26,Completed
272948,2019-11-18,2019-11-20,2019-11-29,Completed
272953,2019-10-12,2019-10-26,2019-10-27,Completed
272957,2019-08-03,2019-08-08,2019-08-14,Completed
272966,2019-11-25,2019-12-09,2019-12-10,Completed
272971,2020-04-12,2020-04-18,2020-04-28,Completed
272975,2020-04-12,2020-04-24,NULL,"Paid & Undelivered"
272976,2020-05-22,2020-06-05,2020-06-17,Completed
272984,2020-05-22,2020-05-25,2020-05-29,Completed
272987,2019-09-17,2019-09-28,2019-10-10,Completed
272993,2019-09-30,2019-10-06,2019-10-09,Completed
273000,2019-08-26,2019-08-28,NULL,"Paid & Undelivered"
273006,2019-12-31,2020-01-04,2020-01-11,Completed
273008,2019-03-05,2019-03-09,2019-03-23,Completed
273026,2019-06-25,2019-07-08,NULL,"Paid & Undelivered"
273031,2019-10-30,2019-11-11,2019-11-15,Completed
273040,2019-12-03,NULL,NULL,Unpaid
273047,2020-01-26,2020-02-04,2020-02-09,Completed
273048,2020-02-17,2020-03-01,2020-03-08,Completed
273050,2019-09-11,2019-09-17,2019-09-23,Completed
273056,2019-08-18,2019-08-27,2019-08-28,Completed
273058,2019-08-01,2019-08-13,2019-08-22,Completed
273065,2019-10-29,2019-11-11,2019-11-19,Completed
273072,2019-09-11,2019-09-13,2019-09-18,Completed
273080,2020-03-13,2020-03-17,2020-03-17,Completed
273086,2020-02-09,2020-02-12,2020-02-14,Completed
273090,2019-10-17,2019-10-22,NULL,"Paid & Undelivered"
273092,2019-11-28,2019-12-01,2019-12-12,Completed
273105,2019-11-28,2019-12-03,2019-12-07,Completed
273121,2019-09-26,2019-09-28,2019-09-30,Completed
273122,2019-12-12,2019-12-14,2019-12-25,Completed
273123,2019-12-17,2019-12-19,2019-12-27,Completed
273126,2019-11-17,2019-11-23,2019-11-24,Completed
273128,2019-12-26,2019-12-28,2020-01-05,Completed
273129,2020-05-25,2020-05-27,2020-05-31,Completed
273130,2019-10-01,NULL,NULL,Unpaid
273142,2020-03-13,2020-03-23,2020-04-04,Completed
273144,2019-12-13,NULL,NULL,Unpaid
273158,2019-12-13,2019-12-20,2019-12-25,Completed
273163,2019-10-15,NULL,NULL,Unpaid
273174,2020-05-21,2020-05-30,2020-06-07,Completed
273178,2019-09-11,2019-09-19,NULL,"Paid & Undelivered"
273182,2020-01-06,2020-01-09,2020-01-13,Completed
273191,2019-09-14,2019-09-16,2019-09-23,Completed
273201,2020-02-22,2020-02-27,2020-02-29,Completed
273205,2020-03-15,2020-03-28,2020-04-02,Completed
273215,2019-06-16,2019-06-29,2019-07-08,Completed
273223,2019-02-14,2019-02-19,2019-03-05,Completed
273224,2020-05-05,NULL,NULL,Unpaid
273225,2019-11-21,2019-12-03,2019-12-04,Completed
273226,2020-01-22,2020-01-27,2020-02-01,Completed
273232,2019-12-04,2019-12-14,2019-12-26,Completed
273243,2019-10-03,2019-10-17,2019-10-28,Completed
273261,2020-05-27,2020-05-31,2020-06-03,Completed
273265,2019-12-11,2019-12-18,2019-12-26,Completed
273271,2019-09-12,2019-09-16,2019-09-25,Completed
273275,2019-10-29,2019-11-11,2019-11-14,Completed
273282,2019-12-26,2019-12-29,2020-01-10,Completed
273284,2019-12-03,2019-12-16,2019-12-25,Completed
273296,2020-04-11,2020-04-17,2020-04-23,Completed
273300,2019-11-21,2019-11-23,2019-12-05,Completed
273324,2020-05-04,2020-05-15,2020-05-29,Completed
273326,2019-08-24,2019-08-25,2019-08-30,Completed
273332,2020-04-24,2020-04-27,2020-04-29,Completed
273343,2019-12-05,2019-12-11,2019-12-23,Completed
273358,2019-12-03,2019-12-08,2019-12-13,Completed
273372,2019-10-11,2019-10-15,2019-10-23,Completed
273384,2020-05-29,2020-06-02,2020-06-16,Completed
273387,2020-03-29,2020-04-09,2020-04-20,Completed
273412,2020-04-07,2020-04-08,2020-04-08,Completed
273417,2019-10-20,2019-10-31,2019-11-04,Completed
273439,2019-05-08,2019-05-11,2019-05-12,Completed
273440,2019-11-17,2019-11-27,2019-11-27,Completed
273442,2019-07-13,2019-07-18,2019-07-24,Completed
273443,2019-12-31,2020-01-02,2020-01-09,Completed
273445,2019-11-17,2019-11-18,2019-11-22,Completed
273448,2019-12-18,2019-12-23,2020-01-04,Completed
273465,2019-11-21,2019-11-29,2019-12-09,Completed
273503,2019-12-04,2019-12-16,2019-12-26,Completed
273507,2019-06-21,2019-07-04,2019-07-08,Completed
273518,2020-01-09,2020-01-15,2020-01-16,Completed
273524,2020-03-26,2020-03-27,2020-04-08,Completed
273525,2019-10-13,2019-10-14,2019-10-23,Completed
273529,2019-12-13,2019-12-16,2019-12-17,Completed
273534,2019-12-22,2019-12-23,2020-01-04,Completed
273543,2019-12-05,2019-12-17,NULL,"Paid & Undelivered"
273547,2019-09-25,NULL,NULL,Unpaid
273570,2020-03-14,2020-03-26,2020-04-07,Completed
273586,2020-02-09,2020-02-23,2020-02-26,Completed
273595,2019-11-23,NULL,NULL,Unpaid
273601,2019-12-26,2020-01-03,2020-01-14,Completed
273604,2019-06-05,2019-06-09,NULL,"Paid & Undelivered"
273605,2019-12-29,2020-01-07,NULL,"Paid & Undelivered"
273614,2019-09-09,2019-09-22,2019-09-30,Completed
273629,2020-02-08,2020-02-11,2020-02-13,Completed
273636,2019-11-12,NULL,NULL,Unpaid
273665,2020-02-20,2020-03-01,NULL,"Paid & Undelivered"
273669,2020-05-23,2020-05-28,2020-06-05,Completed
